state,district,market
Madhya Pradesh,Rewa,Hanumana (F&V)
Madhya Pradesh,Chhatarpur,Chattarpur (F&V)
Madhya Pradesh,Sagar,Rehli (F&V)
Madhya Pradesh,Guna,Maksudangarh
Madhya Pradesh,Guna,Kumbhraj
Madhya Pradesh,Shajapur,Akodiya (F&V)
Madhya Pradesh,Sehore,Aashta (F&V)
Madhya Pradesh,Shajapur,Shujalpur (F&V)
Madhya Pradesh,Ratlam,Sailana (F&V)
Madhya Pradesh,Narsinghpur,Gotegaon
Madhya Pradesh,Narsinghpur,Gotegaon (F&V)
Madhya Pradesh,Hoshangabad,Semriharchand
Madhya Pradesh,Panna,Ajaygarh
Madhya Pradesh,Datia,Bhander
Madhya Pradesh,Chhindwara,Pandhurna
Madhya Pradesh,Sheopur,Vijaypur
Madhya Pradesh,Rajgarh,Khujner
Madhya Pradesh,Agar Malwa,Nalkheda (F&V)
Madhya Pradesh,Sagar,Bamora
Madhya Pradesh,Shivpuri,Badarwas
Madhya Pradesh,Khargone,Kasrawad
Madhya Pradesh,Chhindwara,Saunsar
Madhya Pradesh,Sehore,Ichhawar
Madhya Pradesh,Morena,Ambaha
Madhya Pradesh,Ashoknagar,Mungawali
Madhya Pradesh,Chhatarpur,Badamalhera
Madhya Pradesh,Dewas,Sonkatch
Madhya Pradesh,Sehore,Jawar
Madhya Pradesh,Shivpuri,Pohari
Madhya Pradesh,Raisen,Obedullaganj (F&V)
Madhya Pradesh,Mandla,Bichiya (F&V)
Madhya Pradesh,Seoni,Barghat
Madhya Pradesh,Shajapur,Susner
Madhya Pradesh,Ujjain,Mahidpur
Madhya Pradesh,Ujjain,Unhel
Madhya Pradesh,Ujjain,Nagda
Madhya Pradesh,Mandsaur,Bhanpura
Madhya Pradesh,Chhatarpur,Bakswaha
Madhya Pradesh,Panna,Pawai
Madhya Pradesh,Panna,Simariya
Madhya Pradesh,Mandsaur,Suvasra
Madhya Pradesh,Morena,Banmorkalan
Madhya Pradesh,Damoh,Hata
Madhya Pradesh,Bhind,Gohad
Madhya Pradesh,Chhatarpur,Naugaon
Madhya Pradesh,Betul,Bhensdehi
Madhya Pradesh,Ashoknagar,Chanderi
Madhya Pradesh,Harda,Sirali
Madhya Pradesh,Hoshangabad,Bankhedi
Madhya Pradesh,Gwalior,Bhitarwar
Madhya Pradesh,Seoni,Kewalri (F&V)
Madhya Pradesh,Seoni,Keolari
Madhya Pradesh,Sehore,Shyampur
Madhya Pradesh,Sagar,Malthone
Madhya Pradesh,Sagar,Jaisinagar
Madhya Pradesh,Shivpuri,Pichhour
Madhya Pradesh,Vidisha,Kurwai
Maharashtra,Mumbai,Mumbai
Maharashtra,Sholapur,Solapur
Maharashtra,Mumbai,Mumbai- Fruit Market
Maharashtra,Sholapur,Dudhani
Maharashtra,Yavatmal,Yeotmal
Maharashtra,Yavatmal,"Mahesh Krushi Utpanna Bazar, Digras"
Maharashtra,Yavatmal,Digras
Maharashtra,Yavatmal,Babhulgaon
Maharashtra,Wardha,Arvi
Maharashtra,Wardha,Wardha
Maharashtra,Wardha,Hinganghat
Maharashtra,Yavatmal,Pandhakawada
Maharashtra,Sholapur,Barshi (Vairag)
Maharashtra,Wardha,Sindi (Selu)
Maharashtra,Yavatmal,Ner Parasopant
Maharashtra,Vashim,Karanja
Maharashtra,Vashim,Manora
Maharashtra,Vashim,N N Mundhada Agriculture Market Produce
Maharashtra,Vashim,Risod
Maharashtra,Dharashiv (Usmanabad),Kalamb (Dharashiv)
Maharashtra,Beed,Majalgaon
Maharashtra,Hingoli,Sengoan
Maharashtra,Dharashiv (Usmanabad),Tuljapur
Maharashtra,Dharashiv (Usmanabad),Murum
Maharashtra,Jalgaon,Parola
Maharashtra,Jalgaon,Amalner
Maharashtra,Jalana,Mantha
Maharashtra,Buldhana,Khamgaon
Maharashtra,Buldhana,Mehekar
Maharashtra,Buldhana,BSK Krishi Bazar Private Ltd
Maharashtra,Buldhana,Chikali
Maharashtra,Chattrapati Sambhajinagar,Gangapur
Maharashtra,Buldhana,Malkapur
Maharashtra,Buldhana,Nandura
Maharashtra,Buldhana,Jaykissan Krushi Uttpan Khajgi Bazar
Maharashtra,Nanded,Nanded
Maharashtra,Buldhana,Shegaon
Maharashtra,Nanded,Kandhar
Maharashtra,Nanded,Bhokar
Maharashtra,Jalana,Jalana
Maharashtra,Nashik,Nandgaon
Maharashtra,Latur,Udgir
Maharashtra,Buldhana,Lonar
Maharashtra,Jalgaon,Pachora
Maharashtra,Beed,Parali Vaijyanath
Maharashtra,Latur,Ausa
Maharashtra,Latur,Latur
Maharashtra,Beed,Beed
Maharashtra,Akola,Murtizapur
Maharashtra,Akola,Akola
Maharashtra,Amarawati,Achalpur
Maharashtra,Amarawati,Amarawati
Maharashtra,Amarawati,Chandur Railway
Maharashtra,Amarawati,Daryapur
Maharashtra,Amarawati,Chandur Bazar
Maharashtra,Beed,Gevrai
Maharashtra,Ahmednagar,Jamkhed
Maharashtra,Sangli,Sangli
Maharashtra,Nashik,Yeola
Maharashtra,Nashik,Devala
Maharashtra,Dhule,Shirpur
Maharashtra,Dhule,Dhule
Maharashtra,Jalana,Ambad (Vadigodri)
Maharashtra,Jalgaon,Chopada
Maharashtra,Jalgaon,Dharangaon
Maharashtra,Jalgaon,Chalisgaon
Maharashtra,Nashik,Lasalgaon
Maharashtra,Buldhana,Deoulgaon Raja
Maharashtra,Jalgaon,Jalgaon (Masawat)
Maharashtra,Nashik,Manmad
Maharashtra,Nashik,Satana
Maharashtra,Nashik,Lasalgaon (Niphad)
Maharashtra,Buldhana,Sindkhed Raja
Maharashtra,Ahmednagar,Shevgaon (Bodhegaon)
Maharashtra,Ahmednagar,Shevgaon
Maharashtra,Ahmednagar,Rahuri (Vambori)
Maharashtra,Beed,Kille Dharur
Maharashtra,Beed,Kaij
Maharashtra,Ahmednagar,Kopargaon
Maharashtra,Ahmednagar,Karjat
Maharashtra,Ahmednagar,Rahata
Maharashtra,Ahmednagar,Karjat (Rashin)
Maharashtra,Jalgaon,Jalgaon
Maharashtra,Ratnagiri,Ratnagiri (Nachane)
Maharashtra,Pune,Pune (Khadiki)
Maharashtra,Nashik,Sinner
Maharashtra,Dharashiv (Usmanabad),Dharashiv
Maharashtra,Chandrapur,Chandrapur (Ganjwad)
Maharashtra,Parbhani,Parbhani
Maharashtra,Yavatmal,Umarked (Danki)
Maharashtra,Sholapur,Karmala
Maharashtra,Hingoli,Hingoli
Maharashtra,Dhule,Dondaicha
Maharashtra,Nandurbar,Shahada
Maharashtra,Latur,Latur (Murud)
Maharashtra,Satara,Patan
Maharashtra,Sangli,Vita
Maharashtra,Raigad,Pen
Maharashtra,Sangli,Palus
Maharashtra,Thane,Murbad
Maharashtra,Nagpur,Hingna
Maharashtra,Kolhapur,Vadgaonpeth
Maharashtra,Sholapur,Mohol
Maharashtra,Sholapur,Barshi
Maharashtra,Sholapur,Kurdwadi
Maharashtra,Dharashiv (Usmanabad),Washi (Dharashiv)
Maharashtra,Nanded,Mukhed
Maharashtra,Dharashiv (Usmanabad),Bhoom
Maharashtra,Beed,Patoda
Maharashtra,Latur,Aurad Shahajani
Maharashtra,Beed,Ambejaogai
Maharashtra,Nashik,Ghoti
Maharashtra,Pune,Khed
Maharashtra,Dharashiv (Usmanabad),Umarga
Maharashtra,Yavatmal,Pusad
Maharashtra,Dhule,Dondaicha (Sindhkheda)
Maharashtra,Sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd
Maharashtra,Nashik,Umrane
Maharashtra,Chattrapati Sambhajinagar,Lasur Station
Maharashtra,Chattrapati Sambhajinagar,Vaijpur
Maharashtra,Chattrapati Sambhajinagar,Fulmbri
Maharashtra,Nashik,Dindori (Vani)
Maharashtra,Nashik,Pimpalgaon Baswant (Saykheda)
Maharashtra,Nashik,Nampur
Maharashtra,Mumbai,Vashi New Mumbai
Maharashtra,Nashik,Shree Rameshwar Krushi Market
Maharashtra,Nashik,Chandvad
Maharashtra,Ahmednagar,Sangamner
Maharashtra,Raigad,Roha
Maharashtra,Gadchiroli,Gandchiroli
Maharashtra,Chandrapur,Gondpimpri
Maharashtra,Chandrapur,Sindevahi
Maharashtra,Chandrapur,Mul
Maharashtra,Chandrapur,Pombhurni
Maharashtra,Chandrapur,Chimur
Maharashtra,Gadchiroli,Armori
Maharashtra,Gondiya,Amgaon
Maharashtra,Sholapur,Perfect Krishi Market Yard Pvt Ltd
Maharashtra,Sholapur,Sangola
Maharashtra,Thane,Vasai
Maharashtra,Vashim,Washim (Ansing)
Maharashtra,Nashik,Lasalgaon (Vinchur)
Maharashtra,Sholapur,Pandharpur
Maharashtra,Parbhani,Jintur
Maharashtra,Vashim,Washim
Maharashtra,Nanded,Loha
Maharashtra,Jalana,Jafrabad
Maharashtra,Nanded,Mudkhed
Maharashtra,Ahmednagar,Shrirampur (Belapur)
Manipur,Imphal West,Imphal
Manipur,Bishnupur,Bishenpur
Manipur,Imphal East,Lamlong Bazaar
Manipur,Kakching,Kakching Market
Manipur,Thoubal,Thoubal
Meghalaya,East Khasi Hills,Shillong
Meghalaya,South West Khasi Hills,Mawkyrwat
Meghalaya,West Jaintia Hills,Jowai
NCT of Delhi,Delhi,Azadpur
NCT of Delhi,Delhi,Keshopur
Nagaland,Tsemenyu,Tsemenyu
Nagaland,Longleng,Longleng
Nagaland,Dimapur,Dimapur
Nagaland,Kohima,Jalukie
Nagaland,Phek,Phek
Nagaland,Wokha,Baghty
Nagaland,Wokha,Wokha Town
Odisha,Kalahandi,Mukhiguda
Odisha,Ganjam,Digapahandi
Odisha,Rayagada,Gunpur
Odisha,Cuttack,Banki
Odisha,Bargarh,Sohela
Odisha,Kendrapara,Gopa
Odisha,Kendrapara,Kendrapara
Odisha,Sonepur,Dungurapalli
Odisha,Sundergarh,Panposh
Odisha,Sonepur,Pandkital
Odisha,Nayagarh,Sarankul
Odisha,Nayagarh,Bahadajholla
Odisha,Kendrapara,Chatta Krushak Bazar
Odisha,Kendrapara,Kendrapara (Marshaghai)
Odisha,Kendrapara,Pattamundai
Odisha,Balasore,Jaleswar
Odisha,Bargarh,Padampur
Odisha,Jagatsinghpur,Rahama
Odisha,Sonepur,Birmaharajpur
Odisha,Rayagada,Rayagada
Odisha,Rayagada,Rayagada (Muniguda)
Odisha,Kalahandi,Bhawanipatna
Odisha,Nowarangpur,Nabarangpur (Umerkote)
Odisha,Bargarh,Attabira
Odisha,Bargarh,Godabhaga
Pondicherry,Pondicherry,Thattanchavady
Pondicherry,Pondicherry,Madagadipet
Punjab,Bhatinda,Raman
Punjab,Ropar (Rupnagar),Morinda
Punjab,Patiala,Patiala
Punjab,Sangrur,Lehra Gaga
Punjab,kapurthala,Phagwara
Punjab,Fazilka,Fazilka
Punjab,Hoshiarpur,Garh Shankar (Mahalpur)
Punjab,Hoshiarpur,Tanda Urmur
Punjab,Hoshiarpur,Mukerian (Talwara)
Punjab,Ferozpur,Guru Har Sahai
Punjab,Gurdaspur,Gurdaspur
Punjab,Ferozpur,Firozepur City
Punjab,Jalandhar,Jalandhar City (Jalandhar)
Punjab,Hoshiarpur,Hoshiarpur
Punjab,Nawanshahr,Nawan Shahar (Subzi Mandi)
Punjab,Hoshiarpur,Mukerian
Punjab,Muktsar,Muktsar
Punjab,Pathankot,Pathankot
Punjab,Ludhiana,Ludhiana
Punjab,Patiala,Nabha
Punjab,Moga,Moga
Punjab,Moga,Baghapurana
Punjab,Gurdaspur,Dera Baba Nanak
Punjab,Fatehgarh,Bassi Pathana
Punjab,Bhatinda,Bathinda
Punjab,Bhatinda,Talwandi Sabo
Punjab,Ropar (Rupnagar),Chamkaur Sahib
Punjab,Ferozpur,Mamdot
Punjab,Amritsar,Mehta
Punjab,Bhatinda,Goniana
Punjab,Tarntaran,Khadur Sahib (Fetehabad)
Punjab,Jalandhar,Bhogpur
Punjab,Jalandhar,Bilga
Punjab,Muktsar,Bariwala
Punjab,Mohali,Dera Bassi
Punjab,Jalandhar,Noor Mehal
Punjab,Jalandhar,Phillaur (Apra Mandi)
Punjab,Moga,Nihal Singh Wala
Punjab,Mohali,Lalru
Punjab,Ludhiana,Samrala
Punjab,Ludhiana,Jagraon
Punjab,Ludhiana,Doraha
Rajasthan,Udaipur,Udaipur (F&V)
Rajasthan,Jaipur,Jaipur (F&V)
Rajasthan,Ganganagar,Sriganganagar (F&V)
Rajasthan,Udaipur,Udaipur (Grain)
Rajasthan,Khairthal Tijara,Khairthal
Rajasthan,Karauli,Hindoun
Rajasthan,Jodhpur Rural,Ositan Mathania
Rajasthan,Khairthal Tijara,Tijara
Rajasthan,Khairthal Tijara,Kishangarhbas
Rajasthan,Tonk,Dooni
Rajasthan,Sanchore,Raniwara
Rajasthan,Neem Ka Thana,Neem Ka Thana
Rajasthan,Kotputli- Behror,Bansoor
Rajasthan,Neem Ka Thana,Sri Madhopur
Rajasthan,Nagaur,Jayal
Rajasthan,Nagaur,Degana
Rajasthan,Jaipur Rural,Chomu (Grain)
Rajasthan,Jaipur Rural,Bassi
Rajasthan,Jhunjhunu,Nawalgarh
Rajasthan,Tonk,Tonk
Rajasthan,Tonk,Niwai
Rajasthan,Ajmer,Madanganj Kishangarh
Rajasthan,Alwar,Bahror
Rajasthan,Alwar,Kherli
Rajasthan,Alwar,Barodamev
Rajasthan,Bharatpur,Nadwai
Rajasthan,Alwar,Laxmangarh (Barodamev)
Rajasthan,Dausa,Lalsot
Rajasthan,Deeg,Pahari
Rajasthan,Deeg,Kama
Rajasthan,Deeg,Deeg
Rajasthan,Churu,Sadulpur
Rajasthan,Alwar,Govindgarh
Rajasthan,Balotra,Balotra
Rajasthan,Bharatpur,Bhusawar Bair
Rajasthan,Bharatpur,Bharatpur
Rajasthan,Alwar,Alwar
Rajasthan,Hanumangarh,Sangriya
Rajasthan,Jodhpur,Jodhpur (F&V)
Rajasthan,Tonk,Deoli
Rajasthan,Pratapgarh,Chhotisadri
Rajasthan,Ganganagar,Gajsinghpur
Rajasthan,Beawar,Vijaynagar
Rajasthan,Beawar,Beawar
Rajasthan,Chittorgarh,Barisadri
Rajasthan,Jodhpur,Jodhpur (F&V)(Paota)
Rajasthan,Kota,Ramganjmandi
Rajasthan,Swai Madhopur,Sawai Madhopur
Rajasthan,Kota,Kota
Rajasthan,Kota,Itawa
Rajasthan,Pali,Sumerpur
Rajasthan,Jhalawar,Iklera
Rajasthan,Jhalawar,Khanpur
Rajasthan,Nagaur,Merta City
Rajasthan,Jhalawar,Jhalarapatan
Rajasthan,Jhalawar,Bhawani Mandi
Rajasthan,Udaipur,Fatehnagar
Rajasthan,Anupgarh,Rawla
Rajasthan,Ganganagar,Padampur
Rajasthan,Ganganagar,Sadulshahar
Rajasthan,Ganganagar,Lalgarh Jatan
Rajasthan,Ganganagar,Sri Karanpur
Rajasthan,Hanumangarh,Pilibanga
Rajasthan,Ganganagar,Sriganganagar (Grain)
Rajasthan,Hanumangarh,Hanumangarh Town
Rajasthan,Baran,Baran
Rajasthan,Baran,Chhabra
Rajasthan,Baran,Samraniyan
Rajasthan,Baran,Nahargarh
Rajasthan,Anupgarh,Anupgarh
Rajasthan,Baran,Atru
Rajasthan,Bundi,Dei
Rajasthan,Bundi,Keshoraipatan
Rajasthan,Bundi,Bundi
Rajasthan,Bikaner,Bikaner (Grain)
Rajasthan,Tonk,Malpura (Todaraisingh)
Rajasthan,Hanumangarh,Nohar
Rajasthan,Pratapgarh,Pratapgarh
Rajasthan,Jaipur,Rajdhanai Mandi (KukarKheda)
Rajasthan,Ganganagar,Suratgarh
Rajasthan,Anupgarh,Sri Vijayanagar
Rajasthan,Sikar,Sikar
Rajasthan,Jodhpur,Jodhpur (Grain)
Rajasthan,Nagaur,Nagaur
Rajasthan,Barmer,Dhorimanna
Rajasthan,Chittorgarh,Nimbahera
Rajasthan,Ganganagar,Kesarisinghpur
Rajasthan,Anupgarh,Gharsana
Rajasthan,Hanumangarh,Hanumangarh
Rajasthan,Beawar,Jaitaran
Rajasthan,Bikaner,Lunkaransar
Rajasthan,Barmer,Barmer
Rajasthan,Bikaner,Khajuwala
Rajasthan,Jaipur,Jaipur (Grain)
Rajasthan,Deedwana Kuchaman,Kuchaman City
Rajasthan,Chittorgarh,Begu
Rajasthan,Bikaner,Pugal Road (Grain)
Rajasthan,Kota,Khatauli
Rajasthan,Jhalawar,Choumahla
Rajasthan,Dausa,Mandawari
Rajasthan,Dholpur,Dholpur
Rajasthan,Deeg,Nagar
Rajasthan,Baran,Anta
Rajasthan,Anupgarh,Jaitsar
Rajasthan,Jaisalmer,Jaisalmer
Rajasthan,Dungarpur,Dungarpur
Rajasthan,Churu,Churu
Rajasthan,Sirohi,Abu Road
Rajasthan,Chittorgarh,Kapasan
Tamil Nadu,Cuddalore,Virudhachalam
Tamil Nadu,Villupuram,Villupuram
Tamil Nadu,Villupuram,Thirukovilur
Tamil Nadu,Villupuram,Kallakurichi
Tamil Nadu,Villupuram,Vikkiravandi
Tamil Nadu,Salem,Kolathur
Tamil Nadu,Thiruvannamalai,Dusi
Tamil Nadu,Thiruvannamalai,Desur
Tamil Nadu,Vellore,Ammoor
Tamil Nadu,Thiruchirappalli,Manachanallur
Tamil Nadu,Thirunelveli,Ambasamudram
Tamil Nadu,Thiruchirappalli,Trichy
Tamil Nadu,Thiruvannamalai,Kilpennathur
Tamil Nadu,Thirunelveli,Tirunelvali
Tamil Nadu,Cuddalore,Shrimushnam
Tamil Nadu,Nagapattinam,Mailaduthurai
Tamil Nadu,Nagapattinam,Nagapattinam
Tamil Nadu,Nagapattinam,Kuttulam
Tamil Nadu,Dindigul,Palani
Tamil Nadu,Kancheepuram,Nazerethpet
Tamil Nadu,Kancheepuram,Uthiramerur
Tamil Nadu,Villupuram,Sangarapuram
Tamil Nadu,Villupuram,Avalurpet
Telangana,Nalgonda,Tirumalagiri
Telangana,Ranga Reddy,Tanduru
Telangana,Medak,Zaheerabad
Telangana,Adilabad,Bhainsa
Telangana,Ranga Reddy,Kukatpally (Rythu Bazar)
Telangana,Nalgonda,Venkateswarnagar
Telangana,Karimnagar,Karimnagar
Telangana,Adilabad,Adilabad (Rythu Bazar)
Telangana,Mahbubnagar,Gadwal
Telangana,Warangal,Kesamudram
Telangana,Khammam,Khammam
Telangana,Ranga Reddy,Vatpally
Telangana,Mahbubnagar,Narayanpet
Telangana,Medak,Sadasivpet
Telangana,Ranga Reddy,Pargi
Telangana,Mahbubnagar,Badepalli
Telangana,Nalgonda,Nakrekal
Telangana,Nalgonda,Kodad
Telangana,Karimnagar,Jagtial
Telangana,Mahbubnagar,Kollapur
Telangana,Mahbubnagar,Wanaparthy Road (Prbbair)
Telangana,Karimnagar,Huzzurabad
Telangana,Karimnagar,Pudur
Telangana,Karimnagar,Mallial (Cheppial)
Telangana,Karimnagar,Dharmaram
Telangana,Mahbubnagar,Alampur
Tripura,Gomati,Nutanbazar
Tripura,North Tripura,Panisagar
Tripura,Unokoti,Pabiacherra
Tripura,Dhalai,Chowmanu
Tripura,South District,Santir Bazar
Tripura,Khowai,Bachaibari
Uttar Pradesh,Mathura,Kosikalan
Uttar Pradesh,Maharajganj,Nautnava
Uttar Pradesh,Meerut,Meerut
Uttar Pradesh,Maharajganj,Partaval
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar
Uttar Pradesh,Jaunpur,Mugrabaadshahpur
Uttar Pradesh,Jaunpur,Shahganj
Uttar Pradesh,Jaunpur,Jaunpur
Uttar Pradesh,Maharajganj,Anandnagar
Uttar Pradesh,Hathras,Haathras
Uttar Pradesh,Kanpur,Choubepur
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi
Uttar Pradesh,Kanpur,Kanpur (Grain)
Uttar Pradesh,Shamli,Thanabhavan
Uttar Pradesh,Hamirpur,Bharuasumerpur
Uttar Pradesh,Siddharth Nagar,Sahiyapur
Uttar Pradesh,Sitapur,Viswan
Uttar Pradesh,Amroha,Dhanaura
Uttar Pradesh,Azamgarh,Azamgarh
Uttar Pradesh,Auraiya,Achalda
Uttar Pradesh,Farukhabad,Kayamganj
Uttar Pradesh,Farukhabad,Kamlaganj
Uttar Pradesh,Deoria,Devariya
Uttar Pradesh,Firozabad,Tundla
Uttar Pradesh,Ballia,Rasda
Uttar Pradesh,Ballia,Ballia
Uttar Pradesh,Badaun,Wazirganj
Uttar Pradesh,Bahraich,Naanpara
Uttar Pradesh,Barabanki,Safdarganj
Uttar Pradesh,Bulandshahar,Sikarpur
Uttar Pradesh,Bulandshahar,Sikanderabad
Uttar Pradesh,Bulandshahar,Khurja
Uttar Pradesh,Barabanki,Barabanki
Uttar Pradesh,Prayagraj,Allahabad
Uttar Pradesh,Fatehpur,Bindki
Uttar Pradesh,Mau (Maunathbhanjan),Kopaganj
Uttar Pradesh,Lakhimpur,Golagokarnath
Uttar Pradesh,Varanasi,Varanasi
Uttar Pradesh,Kanpur,Uttaripura
Uttar Pradesh,Bulandshahar,Divai
Uttar Pradesh,Muzaffarnagar,Khatauli
Uttar Pradesh,Ballia,Chitwadagaon
Uttar Pradesh,Bareilly,Richha
Uttar Pradesh,Meerut,Sardhana
Uttar Pradesh,Sant Kabir Nagar,Khalilabad
Uttar Pradesh,Siddharth Nagar,Naugarh
Uttar Pradesh,Ghaziabad,Noida
Uttar Pradesh,Balrampur,Panchpedwa
Uttar Pradesh,Bulandshahar,Buland Shahr
Uttar Pradesh,Jhansi,Jhansi (Grain)
Uttar Pradesh,Hamirpur,Maudaha
Uttar Pradesh,Shahjahanpur,Jalalabad
Uttar Pradesh,Mau (Maunathbhanjan),Doharighat
Uttar Pradesh,Shravasti,Payagpur
Uttar Pradesh,Kushinagar,Tamkuhi road
Uttar Pradesh,Ghazipur,Jamanian
Uttar Pradesh,Bijnor,Haldaur
Uttar Pradesh,Agra,Khairagarh
Uttar Pradesh,Gorakhpur,Sehjanwa
Uttar Pradesh,Raebarelli,Salon
Uttar Pradesh,Kanpur Dehat,Rura
Uttar Pradesh,Kanpur Dehat,Jhijhank
Uttar Pradesh,Ghazipur,Jangipura
Uttar Pradesh,Gonda,Karnailganj
Uttar Pradesh,Prayagraj,Lediyari
Uttrakhand,Dehradoon,Dehradoon
West Bengal,Kolkata,Mechua
West Bengal,Puruliya,Kasipur
West Bengal,Nadia,Nadia
West Bengal,Medinipur (E),Egra/contai
West Bengal,Coochbehar,Coochbehar
West Bengal,Jhargram,Jhargram
West Bengal,Coochbehar,Pundibari
West Bengal,Nadia,Chakdah
West Bengal,Malda,Gajol
West Bengal,Nadia,Karimpur
West Bengal,Kalimpong,Kalimpong
West Bengal,Nadia,Ranaghat
West Bengal,Kolkata,Bara Bazar (Posta Bazar)
West Bengal,Purba Bardhaman,Katwa
West Bengal,Nadia,Bethuadahari
Andhra Pradesh,Guntur,Tenali
Andhra Pradesh,East Godavari,Rajahmundry
Andhra Pradesh,Anantapur,Hindupur
Andhra Pradesh,Kurnool,Pattikonda
Andhra Pradesh,Guntur,Duggirala
Assam,MORIGAON,Laharighat
Assam,Kamrup,Pamohi (Garchuk)
Assam,Sibsagar,Sibsagar
Assam,Kokrajhar,Gossaigaon
Assam,Nalbari,Mukalmua
Assam,Barpeta,Barpeta Road
Assam,Golaghat,Golaghat
Assam,Goalpara,Simlitola
Assam,Lakhimpur,Baginadi
Assam,Darrang,Balugaon
Assam,Dhubri,Bilasipara
Assam,Cachar,Sonabarighat
Assam,Sonitpur,Dhekiajuli
Assam,Jorhat,Jorhat
Bihar,Madhubani,Jainagar
Bihar,Samastipur,Tajpur
Bihar,Bhojpur,Aarah
Bihar,Muzaffarpur,Muzaffarpur
Chattisgarh,Bilaspur,Pendraroad
Chattisgarh,Mahasamund,Bhavarpur
Chattisgarh,Bemetara,Sambalpur (Bemetra)
Chattisgarh,Bemetara,Bemetara (Navagarh)
Chattisgarh,Bastar,Tokapal
Chattisgarh,Janjgir,Naila
Chattisgarh,Raigarh,Dharamjaygarh
Chattisgarh,Narayanpur,Narayanpur
Chattisgarh,Mahasamund,Bhoring
Chattisgarh,Janjgir,Birra
Chattisgarh,Balodabazar,Balodabazar
Chattisgarh,Kabirdham,Pipriya
Chattisgarh,Bemetara,Bemetara (Thankhamaria)
Chattisgarh,Bastar,Lohandiguda
Chattisgarh,Bastar,Muli
Goa,South Goa,Ponda
Goa,North Goa,Sanquelim
Goa,South Goa,Canacona
Gujarat,Mehsana,Mehsana
Gujarat,Sabarkantha,Talod
Gujarat,Vadodara (Baroda),Savli
Gujarat,Banaskanth,Deesa (Deesa Veg Yard)
Gujarat,Anand,Khambhat (Veg Yard Khambhat)
Gujarat,Vadodara (Baroda),Padra
Gujarat,Mehsana,Vijapur (Gojjariya)
Gujarat,Patan,Chansama
Gujarat,Banaskanth,Vav
Gujarat,Kachchh,Anjar
Gujarat,Devbhumi Dwarka,Bhanvad
Gujarat,Surendranagar,Chotila
Gujarat,Bhavnagar,Mahuva (Station Road)
Gujarat,Panchmahals,Morva Hafad
Gujarat,Dang,Vaghai
Gujarat,Sabarkantha,Malpur
Gujarat,Sabarkantha,Bayad (Sadamba)
Himachal Pradesh,Una,Santoshgarh
Himachal Pradesh,Shimla,Shimla
Himachal Pradesh,Shimla,Rohroo
Jammu and Kashmir,Rajouri,Rajouri (F&V)
Jammu and Kashmir,Kathua,Kathua
Jammu and Kashmir,Udhampur,Udhampur
Jammu and Kashmir,Baramulla,Nowpora
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh)
Karnataka,Shimoga,Sagar
Karnataka,Tumkur,Tumkur
Karnataka,Tumkur,Sira
Karnataka,Chitradurga,Chitradurga
Karnataka,Belgaum,Sankeshwar
Karnataka,Dharwad,Kalagategi
Karnataka,Haveri,Haveri
Karnataka,Kolar,Srinivasapur
Kerala,Ernakulam,Piravam
Kerala,Ernakulam,Ernakulam
Kerala,Ernakulam,Aluva
Kerala,Thirssur,Thrissur
Kerala,Kozhikode (Calicut),Vengeri (Kozhikode)
Kerala,Kollam,Kollam
Kerala,Kannur,Irikkur
Kerala,Idukki,KANNAKUNNU VFPCK
Kerala,Kollam,INCHAKKAD VFPCK
Kerala,Idukki,Pazhayarikandam VFPCK
Kerala,Idukki,Rajakkad VFPCK
Kerala,Kannur,PERAVOOR VFPCK
Kerala,Thirssur,Amballur VFPCK
Kerala,Malappuram,Elamkur VFPCK
Kerala,Thiruvananthapuram,Kunnathukkal VFPCK
Kerala,Idukki,Munnar
Madhya Pradesh,Sagar,Khurai
Madhya Pradesh,Shajapur,Shujalpur
Madhya Pradesh,Vidisha,Ganjbasoda
Madhya Pradesh,Shajapur,Soyatkalan
Madhya Pradesh,Alirajpur,Jobat (F&V)
Madhya Pradesh,Neemuch,Javad
Madhya Pradesh,Anupur,Jaithari
Madhya Pradesh,Chhindwara,Sounsar (F&V)
Madhya Pradesh,Balaghat,Katangi
Madhya Pradesh,Balaghat,Lalbarra
Madhya Pradesh,Shivpuri,Magroni
Madhya Pradesh,Hoshangabad,Banapura (F&V)
Madhya Pradesh,Shajapur,Maksi
Madhya Pradesh,Sehore,Rehati
Madhya Pradesh,Tikamgarh,Prithvipur
Madhya Pradesh,Tikamgarh,Palera
Madhya Pradesh,Vidisha,Gulabganj
Maharashtra,Sangli,"Sangli (Phale, Bhajipura Market)"
Maharashtra,Vashim,Malegaon (Vashim)
Maharashtra,Vashim,Mangrulpeer
Maharashtra,Yavatmal,Vani
Maharashtra,Yavatmal,Cottoncity Agro Foods Private Ltd
Maharashtra,Latur,Ahmedpur
Maharashtra,Jalana,Partur
Maharashtra,Jalgaon,Raver
Maharashtra,Nagpur,Savner
Maharashtra,Nagpur,MS Kalpana Agri Commodities Marketing
Maharashtra,Nashik,Malegaon
Maharashtra,Jalgaon,Yawal
Maharashtra,Ahmednagar,Rahuri (Songaon)
